Symbol,Todays_Date,Holder,Shares,Date_Reported,Percent_Out,Value
MMM,12/23/20,"Vanguard Group, Inc. (The)",45361184,"Sep 29, 2020",7.86,7265954453
MMM,12/23/20,Blackrock Inc.,38855440,"Sep 29, 2020",6.74,6223864379
MMM,12/23/20,State Street Corporation,30597320,"Sep 29, 2020",5.3,4901078717
MMM,12/23/20,Newport Trust Co,10969884,"Sep 29, 2020",1.9,1757156019
MMM,12/23/20,State Farm Mutual Automobile Insurance Co,10245700,"Sep 29, 2020",1.78,1641156226
MMM,12/23/20,Flossbach von Storch AG,8705643,"Sep 29, 2020",1.51,1394469895
MMM,12/23/20,"Geode Capital Management, LLC",8377739,"Sep 29, 2020",1.45,1341946233
MMM,12/23/20,Massachusetts Financial Services Co.,7799795,"Sep 29, 2020",1.35,1249371163
MMM,12/23/20,Northern Trust Corporation,7390067,"Sep 29, 2020",1.28,1183740932
MMM,12/23/20,"Charles Schwab Investment Management, Inc.",7090861,"Sep 29, 2020",1.23,1135814114
ABT,12/23/20,"Vanguard Group, Inc. (The)",148155501,"Sep 29, 2020",8.36,16123763173
ABT,12/23/20,Blackrock Inc.,135019032,"Sep 29, 2020",7.62,14694121252
ABT,12/23/20,Capital Research Global Investors,87413660,"Sep 29, 2020",4.93,9513228617
ABT,12/23/20,State Street Corporation,73674771,"Sep 29, 2020",4.16,8018025327
ABT,12/23/20,Capital International Investors,55977647,"Sep 29, 2020",3.16,6092047323
ABT,12/23/20,"Wellington Management Company, LLP",35005383,"Sep 29, 2020",1.98,3809635831
ABT,12/23/20,Northern Trust Corporation,27028098,"Sep 29, 2020",1.52,2941467905
ABT,12/23/20,Bank of America Corporation,26317545,"Sep 29, 2020",1.48,2864138422
ABT,12/23/20,Massachusetts Financial Services Co.,25721656,"Sep 29, 2020",1.45,2799287822
ABT,12/23/20,Morgan Stanley,25371069,"Sep 29, 2020",1.43,2761133439
ABBV,12/23/20,"Vanguard Group, Inc. (The)",144334850,"Sep 29, 2020",8.18,12642289511
ABBV,12/23/20,Blackrock Inc.,122016637,"Sep 29, 2020",6.91,10687437234
ABBV,12/23/20,State Street Corporation,78208461,"Sep 29, 2020",4.43,6850279098
ABBV,12/23/20,Capital Research Global Investors,40804113,"Sep 29, 2020",2.31,3574032257
ABBV,12/23/20,Price (T.Rowe) Associates Inc,32739879,"Sep 29, 2020",1.85,2867686001
ABBV,12/23/20,"FMR, LLC",30257179,"Sep 29, 2020",1.71,2650226308
ABBV,12/23/20,JP Morgan Chase & Company,29190573,"Sep 29, 2020",1.65,2556802289
ABBV,12/23/20,"Geode Capital Management, LLC",26135072,"Sep 29, 2020",1.48,2289170956
ABBV,12/23/20,Northern Trust Corporation,24363192,"Sep 29, 2020",1.38,2133971987
ABBV,12/23/20,"Berkshire Hathaway, Inc",21264316,"Sep 29, 2020",1.2,1862541438
ABMD,12/23/20,"Vanguard Group, Inc. (The)",4850859,"Sep 29, 2020",10.73,1343978994
ABMD,12/23/20,Blackrock Inc.,3945608,"Sep 29, 2020",8.73,1093170152
ABMD,12/23/20,Baillie Gifford and Company,2945253,"Sep 29, 2020",6.52,816011796
ABMD,12/23/20,"Renaissance Technologies, LLC",2257123,"Sep 29, 2020",4.99,625358498
ABMD,12/23/20,Primecap Management Company,2223842,"Sep 29, 2020",4.92,616137664
ABMD,12/23/20,State Street Corporation,1948779,"Sep 29, 2020",4.31,539928709
ABMD,12/23/20,"Wellington Management Company, LLP",1898733,"Sep 29, 2020",4.2,526062964
ABMD,12/23/20,"Brown Capital Management, Inc.",1618081,"Sep 29, 2020",3.58,448305521
ABMD,12/23/20,"Sands Capital Management, LLC",1494965,"Sep 29, 2020",3.31,414195002
ABMD,12/23/20,"Geode Capital Management, LLC",743154,"Sep 29, 2020",1.64,205898247
ACN,12/23/20,"Vanguard Group, Inc. (The)",55861123,"Sep 29, 2020",8.45,12624055186
ACN,12/23/20,Blackrock Inc.,45672188,"Sep 29, 2020",6.91,10321457766
ACN,12/23/20,State Street Corporation,26681351,"Sep 29, 2020",4.04,6029718512
ACN,12/23/20,Massachusetts Financial Services Co.,24214891,"Sep 29, 2020",3.66,5472323217
ACN,12/23/20,Capital Research Global Investors,12471154,"Sep 29, 2020",1.89,2818356092
ACN,12/23/20,Morgan Stanley,11414324,"Sep 29, 2020",1.73,2579523080
ACN,12/23/20,"Wellington Management Company, LLP",10536469,"Sep 29, 2020",1.59,2381136629
ACN,12/23/20,"FMR, LLC",10413672,"Sep 29, 2020",1.58,2353385735
ACN,12/23/20,Northern Trust Corporation,9535688,"Sep 29, 2020",1.44,2154970131
ACN,12/23/20,"Geode Capital Management, LLC",9473908,"Sep 29, 2020",1.43,2141008468
ATVI,12/23/20,"Vanguard Group, Inc. (The)",60418557,"Sep 29, 2020",7.82,4890882189
ATVI,12/23/20,"FMR, LLC",55102564,"Sep 29, 2020",7.13,4460552555
ATVI,12/23/20,Blackrock Inc.,54696365,"Sep 29, 2020",7.08,4427670746
ATVI,12/23/20,State Street Corporation,34467491,"Sep 29, 2020",4.46,2790143396
ATVI,12/23/20,Capital International Investors,32578869,"Sep 29, 2020",4.22,2637259445
ATVI,12/23/20,Capital World Investors,32211831,"Sep 29, 2020",4.17,2607547719
ATVI,12/23/20,"Geode Capital Management, LLC",11839478,"Sep 29, 2020",1.53,958405744
ATVI,12/23/20,Invesco Ltd.,11466952,"Sep 29, 2020",1.48,928249764
ATVI,12/23/20,"Ameriprise Financial, Inc.",10299078,"Sep 29, 2020",1.33,833710364
ATVI,12/23/20,Northern Trust Corporation,9626578,"Sep 29, 2020",1.25,779271489
ADBE,12/23/20,"Vanguard Group, Inc. (The)",38849222,"Sep 29, 2020",8.1,19052823945
ADBE,12/23/20,Blackrock Inc.,37012598,"Sep 29, 2020",7.72,18152088437
ADBE,12/23/20,"FMR, LLC",30271325,"Sep 29, 2020",6.31,14845965919
ADBE,12/23/20,State Street Corporation,19783974,"Sep 29, 2020",4.12,9702654368
ADBE,12/23/20,Primecap Management Company,9479580,"Sep 29, 2020",1.98,4649070419
ADBE,12/23/20,Bank Of New York Mellon Corporation,8634176,"Sep 29, 2020",1.8,4234458935
ADBE,12/23/20,"Geode Capital Management, LLC",7887198,"Sep 29, 2020",1.64,3868118515
ADBE,12/23/20,Jennison Associates LLC,6932155,"Sep 29, 2020",1.45,3399736776
ADBE,12/23/20,Janus Henderson Group PLC,6755875,"Sep 29, 2020",1.41,3313283776
ADBE,12/23/20,Massachusetts Financial Services Co.,6208841,"Sep 29, 2020",1.29,3045001891
AMD,12/23/20,"Vanguard Group, Inc. (The)",95830991,"Sep 29, 2020",7.97,7857182952
AMD,12/23/20,Blackrock Inc.,80339991,"Sep 29, 2020",6.68,6587075862
AMD,12/23/20,Price (T.Rowe) Associates Inc,55548488,"Sep 29, 2020",4.62,4554420531
AMD,12/23/20,"FMR, LLC",47929248,"Sep 29, 2020",3.99,3929719043
AMD,12/23/20,State Street Corporation,46890817,"Sep 29, 2020",3.9,3844578085
AMD,12/23/20,Capital World Investors,46299316,"Sep 29, 2020",3.85,3796080918
AMD,12/23/20,JP Morgan Chase & Company,37940690,"Sep 29, 2020",3.15,3110757173
AMD,12/23/20,"Wellington Management Company, LLP",23158829,"Sep 29, 2020",1.93,1898792389
AMD,12/23/20,"Geode Capital Management, LLC",17441993,"Sep 29, 2020",1.45,1430069006
AMD,12/23/20,Bank Of New York Mellon Corporation,13841345,"Sep 29, 2020",1.15,1134851876
AAP,12/23/20,"Vanguard Group, Inc. (The)",7357179,"Sep 29, 2020",10.84,1129326976
AAP,12/23/20,Blackrock Inc.,4496376,"Sep 29, 2020",6.63,690193716
AAP,12/23/20,"ClearBridge Investments, LLC",4171013,"Sep 29, 2020",6.15,640250495
AAP,12/23/20,"Barrow, Hanley Mewhinney & Strauss, LLC",3853187,"Sep 29, 2020",5.68,591464204
AAP,12/23/20,Melvin Capital Management LP,3725627,"Sep 29, 2020",5.49,571883744
AAP,12/23/20,State Street Corporation,3235397,"Sep 29, 2020",4.77,496633439
AAP,12/23/20,Caisse De Depot Et Placement Du Quebec,1679111,"Sep 29, 2020",2.47,257743538
AAP,12/23/20,Artisan Partners Limited Partnership,1642727,"Sep 29, 2020",2.42,252158594
AAP,12/23/20,Starboard Value LP,1596921,"Sep 29, 2020",2.35,245127373
AAP,12/23/20,"American Century Companies, Inc.",1576385,"Sep 29, 2020",2.32,241975097
AES,12/23/20,"Vanguard Group, Inc. (The)",84611595,"Sep 29, 2020",12.72,1532315985
AES,12/23/20,Capital World Investors,81245083,"Sep 29, 2020",12.21,1471348453
AES,12/23/20,Blackrock Inc.,46369077,"Sep 29, 2020",6.97,839743984
AES,12/23/20,State Street Corporation,35613351,"Sep 29, 2020",5.35,644957786
AES,12/23/20,"FMR, LLC",32019483,"Sep 29, 2020",4.81,579872837
AES,12/23/20,"Ameriprise Financial, Inc.",24487925,"Sep 29, 2020",3.68,443476321
AES,12/23/20,Capital International Investors,22451436,"Sep 29, 2020",3.38,406595505
AES,12/23/20,Price (T.Rowe) Associates Inc,12340191,"Sep 29, 2020",1.86,223480859
AES,12/23/20,"Geode Capital Management, LLC",11542701,"Sep 29, 2020",1.74,209038315
AES,12/23/20,Massachusetts Financial Services Co.,10198675,"Sep 29, 2020",1.53,184698004
AFL,12/23/20,"Vanguard Group, Inc. (The)",60325689,"Sep 29, 2020",8.59,2192838795
AFL,12/23/20,"Japan Post Holdings Co., Ltd.",52300000,"Sep 29, 2020",7.45,1901105000
AFL,12/23/20,Blackrock Inc.,47266282,"Sep 29, 2020",6.73,1718129350
AFL,12/23/20,State Street Corporation,33964417,"Sep 29, 2020",4.84,1234606557
AFL,12/23/20,Wells Fargo & Company,15574255,"Sep 29, 2020",2.22,566124169
AFL,12/23/20,"Geode Capital Management, LLC",10351897,"Sep 29, 2020",1.47,376291455
AFL,12/23/20,Northern Trust Corporation,8538636,"Sep 29, 2020",1.22,310379418
AFL,12/23/20,Boston Partners,8399354,"Sep 29, 2020",1.2,305316517
AFL,12/23/20,"American Century Companies, Inc.",7331122,"Sep 29, 2020",1.04,266486284
AFL,12/23/20,Norges Bank Investment Management,6618879,"Dec 30, 2019",0.94,350138699
A,12/23/20,Blackrock Inc.,24814167,"Sep 29, 2020",8.05,2504742016
A,12/23/20,"Vanguard Group, Inc. (The)",24256942,"Sep 29, 2020",7.87,2448495725
A,12/23/20,Price (T.Rowe) Associates Inc,23689346,"Sep 29, 2020",7.68,2391202585
A,12/23/20,State Street Corporation,13654344,"Sep 29, 2020",4.43,1378269483
A,12/23/20,"Pershing Square Capital Management, L.P.",12248514,"Sep 29, 2020",3.97,1236365003
A,12/23/20,"Wellington Management Company, LLP",8602185,"Sep 29, 2020",2.79,868304553
A,12/23/20,Harris Associates L.P.,5825454,"Sep 29, 2020",1.89,588021326
A,12/23/20,Invesco Ltd.,5425672,"Sep 29, 2020",1.76,547667331
A,12/23/20,Artisan Partners Limited Partnership,5399578,"Sep 29, 2020",1.75,545033403
A,12/23/20,"Geode Capital Management, LLC",4991632,"Sep 29, 2020",1.62,503855334
APD,12/23/20,"Vanguard Group, Inc. (The)",19259380,"Sep 29, 2020",8.71,5736598926
APD,12/23/20,Blackrock Inc.,15475928,"Sep 29, 2020",7.0,4609659914
APD,12/23/20,State Farm Mutual Automobile Insurance Co,14016300,"Sep 29, 2020",6.34,4174895118
APD,12/23/20,State Street Corporation,9680026,"Sep 29, 2020",4.38,2883292544
APD,12/23/20,Bank of America Corporation,8574121,"Sep 29, 2020",3.88,2553887681
APD,12/23/20,JP Morgan Chase & Company,5989893,"Sep 29, 2020",2.71,1784149528
APD,12/23/20,Capital International Investors,5913903,"Sep 29, 2020",2.68,1761515147
APD,12/23/20,Wells Fargo & Company,4289804,"Sep 29, 2020",1.94,1277761019
APD,12/23/20,"Franklin Resources, Inc.",4250152,"Sep 29, 2020",1.92,1265950274
APD,12/23/20,"FMR, LLC",3930400,"Sep 29, 2020",1.78,1170708944
AKAM,12/23/20,"Vanguard Group, Inc. (The)",17850468,"Sep 29, 2020",10.97,1973190732
AKAM,12/23/20,Blackrock Inc.,14040354,"Sep 29, 2020",8.62,1552020731
AKAM,12/23/20,"ClearBridge Investments, LLC",7652193,"Sep 29, 2020",4.7,845873414
AKAM,12/23/20,Canada Pension Plan Investment Board,7238399,"Sep 29, 2020",4.45,800132625
AKAM,12/23/20,State Street Corporation,7057105,"Sep 29, 2020",4.33,780092386
AKAM,12/23/20,Bank of America Corporation,3917967,"Sep 29, 2020",2.41,433092072
AKAM,12/23/20,First Trust Advisors LP,3764599,"Sep 29, 2020",2.31,416138773
AKAM,12/23/20,"FMR, LLC",3426659,"Sep 29, 2020",2.1,378782885
AKAM,12/23/20,JP Morgan Chase & Company,3189339,"Sep 29, 2020",1.96,352549533
AKAM,12/23/20,"Geode Capital Management, LLC",2894191,"Sep 29, 2020",1.78,319923873
ALK,12/23/20,"Vanguard Group, Inc. (The)",12530335,"Sep 29, 2020",10.13,458986171
ALK,12/23/20,Blackrock Inc.,8273825,"Sep 29, 2020",6.69,303070209
ALK,12/23/20,Price (T.Rowe) Associates Inc,7080911,"Sep 29, 2020",5.73,259373769
ALK,12/23/20,Primecap Management Company,5320917,"Sep 29, 2020",4.3,194905189
ALK,12/23/20,State Street Corporation,4026006,"Sep 29, 2020",3.26,147472599
ALK,12/23/20,Dimensional Fund Advisors LP,2869554,"Sep 29, 2020",2.32,105111763
ALK,12/23/20,Diamond Hill Capital Management Inc,2132938,"Sep 29, 2020",1.72,78129518
ALK,12/23/20,Citadel Advisors LLC,2111953,"Sep 29, 2020",1.71,77360838
ALK,12/23/20,"Geode Capital Management, LLC",2083734,"Sep 29, 2020",1.68,76327176
ALK,12/23/20,"PAR Capital Management, Inc.",2060625,"Sep 29, 2020",1.67,75480693
ALB,12/23/20,"Vanguard Group, Inc. (The)",12246559,"Sep 29, 2020",11.5,1093372787
ALB,12/23/20,Blackrock Inc.,7512008,"Sep 29, 2020",7.06,670672074
ALB,12/23/20,"Franklin Resources, Inc.",7257774,"Sep 29, 2020",6.82,647974062
ALB,12/23/20,State Street Corporation,6481679,"Sep 29, 2020",6.09,578684301
ALB,12/23/20,Primecap Management Company,5155880,"Sep 29, 2020",4.84,460316966
ALB,12/23/20,Baillie Gifford and Company,4333303,"Sep 29, 2020",4.07,386877291
ALB,12/23/20,Bank Of New York Mellon Corporation,2892611,"Sep 29, 2020",2.72,258252310
ALB,12/23/20,"FMR, LLC",2432831,"Sep 29, 2020",2.29,217203151
ALB,12/23/20,Putnam Investments LLC,1839403,"Sep 29, 2020",1.73,164221899
ALB,12/23/20,"Geode Capital Management, LLC",1773743,"Sep 29, 2020",1.67,158359775
ARE,12/23/20,"Vanguard Group, Inc. (The)",19608135,"Sep 29, 2020",14.53,3137301600
ARE,12/23/20,Blackrock Inc.,12217880,"Sep 29, 2020",9.05,1954860800
ARE,12/23/20,State Street Corporation,7064687,"Sep 29, 2020",5.24,1130349920
ARE,12/23/20,Norges Bank Investment Management,6621832,"Dec 30, 2019",4.91,1069955614
ARE,12/23/20,Apg Asset Management  Us Inc.,5439000,"Sep 29, 2020",4.03,870240000
ARE,12/23/20,"Principal Financial Group, Inc.",4431752,"Sep 29, 2020",3.28,709080320
ARE,12/23/20,Capital World Investors,3418826,"Sep 29, 2020",2.53,547012160
ARE,12/23/20,Invesco Ltd.,2778425,"Sep 29, 2020",2.06,444548000
ARE,12/23/20,"FMR, LLC",2775994,"Sep 29, 2020",2.06,444159040
ARE,12/23/20,JP Morgan Chase & Company,2768433,"Sep 29, 2020",2.05,442949280
ALXN,12/23/20,"Vanguard Group, Inc. (The)",19843920,"Sep 29, 2020",9.07,2270739765
ALXN,12/23/20,Blackrock Inc.,18099745,"Sep 29, 2020",8.27,2071153820
ALXN,12/23/20,State Street Corporation,11139445,"Sep 29, 2020",5.09,1274686691
ALXN,12/23/20,"FMR, LLC",9792447,"Sep 29, 2020",4.47,1120549710
ALXN,12/23/20,"Baker Brothers Advisors, LLC",8760794,"Sep 29, 2020",4.0,1002497657
ALXN,12/23/20,"ClearBridge Investments, LLC",6408230,"Sep 29, 2020",2.93,733293758
ALXN,12/23/20,"Ameriprise Financial, Inc.",5100886,"Sep 29, 2020",2.33,583694384
ALXN,12/23/20,"Renaissance Technologies, LLC",4757243,"Sep 29, 2020",2.17,544371316
ALXN,12/23/20,JP Morgan Chase & Company,4199711,"Sep 29, 2020",1.92,480572929
ALXN,12/23/20,"Geode Capital Management, LLC",3788709,"Sep 29, 2020",1.73,433541970
ALGN,12/23/20,"Vanguard Group, Inc. (The)",7717775,"Sep 29, 2020",9.79,2526490824
ALGN,12/23/20,Blackrock Inc.,5505402,"Sep 29, 2020",6.98,1802248398
ALGN,12/23/20,Edgewood Management Company,5189120,"Sep 29, 2020",6.58,1698710323
ALGN,12/23/20,"Sands Capital Management, LLC",3086750,"Sep 29, 2020",3.91,1010478480
ALGN,12/23/20,State Street Corporation,3073311,"Sep 29, 2020",3.9,1006079088
ALGN,12/23/20,"Polen Capital Management, LLC",2597811,"Sep 29, 2020",3.29,850419408
ALGN,12/23/20,"AllianceBernstein, L.P.",2009509,"Sep 29, 2020",2.55,657832866
ALGN,12/23/20,Price (T.Rowe) Associates Inc,1511720,"Sep 29, 2020",1.92,494876659
ALGN,12/23/20,"Renaissance Technologies, LLC",1444548,"Sep 29, 2020",1.83,472887233
ALGN,12/23/20,Janus Henderson Group PLC,1316661,"Sep 29, 2020",1.67,431022144
ALLE,12/23/20,Blackrock Inc.,10418937,"Sep 29, 2020",11.32,1030537058
ALLE,12/23/20,"Vanguard Group, Inc. (The)",9728835,"Sep 29, 2020",10.57,962279069
ALLE,12/23/20,"Aristotle Capital Management, LLC",6898358,"Sep 29, 2020",7.5,682316589
ALLE,12/23/20,"AllianceBernstein, L.P.",6232840,"Sep 29, 2020",6.77,616490204
ALLE,12/23/20,State Street Corporation,4411130,"Sep 29, 2020",4.79,436304868
ALLE,12/23/20,Brown Brothers Harriman & Co,3061656,"Sep 29, 2020",3.33,302828394
ALLE,12/23/20,APG Asset Management N.V.,2828857,"Sep 29, 2020",3.07,279802245
ALLE,12/23/20,AKO Capital LLP,2016118,"Sep 29, 2020",2.19,199414231
ALLE,12/23/20,Pictet Asset Management Ltd,1768504,"Sep 29, 2020",1.92,174922730
ALLE,12/23/20,Kayne Anderson Rudnick Investment Management LLC,1738286,"Sep 29, 2020",1.89,171933868
LNT,12/23/20,"Vanguard Group, Inc. (The)",30340750,"Sep 29, 2020",12.85,1567099737
LNT,12/23/20,Blackrock Inc.,20270011,"Sep 29, 2020",8.59,1046946068
LNT,12/23/20,State Street Corporation,13055923,"Sep 29, 2020",5.53,674338422
LNT,12/23/20,Janus Henderson Group PLC,5892251,"Sep 29, 2020",2.5,304334764
LNT,12/23/20,Pictet Asset Management Ltd,5231716,"Sep 29, 2020",2.22,270218131
LNT,12/23/20,Price (T.Rowe) Associates Inc,4520788,"Sep 29, 2020",1.91,233498700
LNT,12/23/20,Victory Capital Management Inc.,4294916,"Sep 29, 2020",1.82,221832411
LNT,12/23/20,"Geode Capital Management, LLC",4157943,"Sep 29, 2020",1.76,214757755
LNT,12/23/20,Mitsubishi UFJ Trust & Banking Corp,4064539,"Sep 29, 2020",1.72,209933439
LNT,12/23/20,"Franklin Resources, Inc.",4020991,"Sep 29, 2020",1.7,207684185
TSLA,12/23/20,Capital World Investors,52248658,"Sep 29, 2020",5.51,22415196768
TSLA,12/23/20,"Vanguard Group, Inc. (The)",43281548,"Sep 29, 2020",4.57,18568216907
TSLA,12/23/20,Blackrock Inc.,38019526,"Sep 29, 2020",4.01,16310756849
TSLA,12/23/20,Baillie Gifford and Company,34706535,"Sep 29, 2020",3.66,14889450580
TSLA,12/23/20,Jennison Associates LLC,18743418,"Sep 29, 2020",1.98,8041113756
TSLA,12/23/20,State Street Corporation,15754590,"Sep 29, 2020",1.66,6758876655
TSLA,12/23/20,"FMR, LLC",15619293,"Sep 29, 2020",1.65,6700832889
TSLA,12/23/20,"Goldman Sachs Group, Inc.",11786907,"Sep 29, 2020",1.24,5056700972
TSLA,12/23/20,JP Morgan Chase & Company,11341387,"Sep 29, 2020",1.2,4865568436
TSLA,12/23/20,BAMCO Inc.,7321901,"Sep 29, 2020",0.77,3141168748
ALL,12/23/20,Blackrock Inc.,27438019,"Sep 29, 2020",9.02,2583015108
ALL,12/23/20,"Vanguard Group, Inc. (The)",24008663,"Sep 29, 2020",7.9,2260175534
ALL,12/23/20,State Street Corporation,14985032,"Sep 29, 2020",4.93,1410690912
ALL,12/23/20,"Ameriprise Financial, Inc.",10177125,"Sep 29, 2020",3.35,958074547
ALL,12/23/20,Macquarie Group Limited,7209934,"Sep 29, 2020",2.37,678743186
ALL,12/23/20,Northern Trust Corporation,6059254,"Sep 29, 2020",1.99,570418171
ALL,12/23/20,"Geode Capital Management, LLC",5066137,"Sep 29, 2020",1.67,476926137
ALL,12/23/20,Lsv Asset Management,5043251,"Sep 29, 2020",1.66,474771649
ALL,12/23/20,Deutsche Bank Aktiengesellschaft,4813991,"Sep 29, 2020",1.58,453189112
ALL,12/23/20,"AQR Capital Management, LLC",4271913,"Sep 29, 2020",1.4,402157889
GOOGL,12/23/20,"Vanguard Group, Inc. (The)",23117687,"Sep 29, 2020",7.69,33881282067
GOOGL,12/23/20,Blackrock Inc.,20386855,"Sep 29, 2020",6.78,29878974688
GOOGL,12/23/20,"FMR, LLC",12612173,"Sep 29, 2020",4.2,18484400748
GOOGL,12/23/20,State Street Corporation,11732025,"Sep 29, 2020",3.9,17194455840
GOOGL,12/23/20,Price (T.Rowe) Associates Inc,6736734,"Sep 29, 2020",2.24,9873357350
GOOGL,12/23/20,"Wellington Management Company, LLP",5124347,"Sep 29, 2020",1.7,7510242963
GOOGL,12/23/20,Norges Bank Investment Management,5082064,"Dec 30, 2019",1.69,6806865700
GOOGL,12/23/20,"Geode Capital Management, LLC",4855214,"Sep 29, 2020",1.61,7115801638
GOOGL,12/23/20,Northern Trust Corporation,3834588,"Sep 29, 2020",1.28,5619972172
GOOGL,12/23/20,Bank of America Corporation,3724597,"Sep 29, 2020",1.24,5458769363
GOOG,12/23/20,"Vanguard Group, Inc. (The)",22204175,"Sep 29, 2020",6.73,32631255580
GOOG,12/23/20,Blackrock Inc.,20032538,"Sep 29, 2020",6.07,29439817844
GOOG,12/23/20,Price (T.Rowe) Associates Inc,13396372,"Sep 29, 2020",4.06,19687308291
GOOG,12/23/20,State Street Corporation,11589194,"Sep 29, 2020",3.51,17031479502
GOOG,12/23/20,"FMR, LLC",7687258,"Sep 29, 2020",2.33,11297194356
GOOG,12/23/20,"Geode Capital Management, LLC",4431554,"Sep 29, 2020",1.34,6512611758
GOOG,12/23/20,Capital International Investors,4071062,"Sep 29, 2020",1.23,5982832715
GOOG,12/23/20,Northern Trust Corporation,3981710,"Sep 29, 2020",1.21,5851521016
GOOG,12/23/20,"AllianceBernstein, L.P.",3889575,"Sep 29, 2020",1.18,5716119420
GOOG,12/23/20,Bank Of New York Mellon Corporation,3519043,"Sep 29, 2020",1.07,5171585592
MO,12/23/20,"Vanguard Group, Inc. (The)",153065073,"Sep 29, 2020",8.24,5914434420
MO,12/23/20,Blackrock Inc.,143428615,"Sep 29, 2020",7.72,5542081683
MO,12/23/20,Capital World Investors,105566793,"Sep 29, 2020",5.68,4079100881
MO,12/23/20,State Street Corporation,77572514,"Sep 29, 2020",4.17,2997401940
MO,12/23/20,"FMR, LLC",57399607,"Sep 29, 2020",3.09,2217920814
MO,12/23/20,Capital Research Global Investors,30581897,"Sep 29, 2020",1.65,1181684500
MO,12/23/20,"Geode Capital Management, LLC",27161590,"Sep 29, 2020",1.46,1049523837
MO,12/23/20,"Charles Schwab Investment Management, Inc.",25969038,"Sep 29, 2020",1.4,1003443628
MO,12/23/20,JP Morgan Chase & Company,23121798,"Sep 29, 2020",1.24,893426274
MO,12/23/20,Bank of America Corporation,21330998,"Sep 29, 2020",1.15,824229762
AMZN,12/23/20,"Vanguard Group, Inc. (The)",32783886,"Sep 29, 2020",6.53,103227605364
AMZN,12/23/20,Blackrock Inc.,27661214,"Sep 29, 2020",5.51,87097694358
AMZN,12/23/20,State Street Corporation,16344982,"Sep 29, 2020",3.26,51465935172
AMZN,12/23/20,"FMR, LLC",15880342,"Sep 29, 2020",3.16,50002909265
AMZN,12/23/20,Price (T.Rowe) Associates Inc,15700902,"Sep 29, 2020",3.13,49437901154
AMZN,12/23/20,"Geode Capital Management, LLC",6398830,"Sep 29, 2020",1.28,20148187985
AMZN,12/23/20,Northern Trust Corporation,5016332,"Sep 29, 2020",1.0,15795075058
AMZN,12/23/20,Morgan Stanley,4875392,"Sep 29, 2020",0.97,15351293052
AMZN,12/23/20,Norges Bank Investment Management,4367787,"Dec 30, 2019",0.87,8070971530
AMZN,12/23/20,Bank Of New York Mellon Corporation,4287954,"Sep 29, 2020",0.85,13501609398
AMCR,12/23/20,Blackrock Inc.,109423250,"Sep 29, 2020",6.98,1209126912
AMCR,12/23/20,State Street Corporation,83388262,"Sep 29, 2020",5.32,921440295
AMCR,12/23/20,"Vanguard Group, Inc. (The)",56250211,"Sep 29, 2020",3.59,621564831
AMCR,12/23/20,"Geode Capital Management, LLC",25170845,"Sep 29, 2020",1.6,278137837
AMCR,12/23/20,"Charles Schwab Investment Management, Inc.",19993175,"Sep 29, 2020",1.27,220924583
AMCR,12/23/20,Northern Trust Corporation,16042468,"Sep 29, 2020",1.02,177269271
AMCR,12/23/20,Polaris Capital Management Inc,13008844,"Sep 29, 2020",0.83,143747726
AMCR,12/23/20,Bank Of New York Mellon Corporation,12114862,"Sep 29, 2020",0.77,133869225
AMCR,12/23/20,Invesco Ltd.,10712549,"Sep 29, 2020",0.68,118373666
AMCR,12/23/20,"ProShares Advisors, LLC",8910146,"Sep 29, 2020",0.57,98457113
AEE,12/23/20,"Vanguard Group, Inc. (The)",29160325,"Sep 29, 2020",11.8,2305998501
AEE,12/23/20,Price (T.Rowe) Associates Inc,26823204,"Sep 29, 2020",10.85,2121178972
AEE,12/23/20,Blackrock Inc.,17213846,"Sep 29, 2020",6.96,1361270941
AEE,12/23/20,State Street Corporation,12789723,"Sep 29, 2020",5.17,1011411294
AEE,12/23/20,Pictet Asset Management Ltd,5029521,"Sep 29, 2020",2.03,397734520
AEE,12/23/20,"Ameriprise Financial, Inc.",4372880,"Sep 29, 2020",1.77,345807350
AEE,12/23/20,"Geode Capital Management, LLC",4122276,"Sep 29, 2020",1.67,325989586
AEE,12/23/20,Northern Trust Corporation,3199786,"Sep 29, 2020",1.29,253039076
AEE,12/23/20,Legal & General Group PLC,3171786,"Sep 29, 2020",1.28,250824836
AEE,12/23/20,Artisan Partners Limited Partnership,2944712,"Sep 29, 2020",1.19,232867824
AAL,12/23/20,"Vanguard Group, Inc. (The)",52917956,"Sep 29, 2020",8.75,650361679
AAL,12/23/20,Primecap Management Company,49184696,"Sep 29, 2020",8.13,604479913
AAL,12/23/20,Blackrock Inc.,29060139,"Sep 29, 2020",4.8,357149108
AAL,12/23/20,State Street Corporation,15268274,"Sep 29, 2020",2.52,187647087
AAL,12/23/20,"U.S. Global Investors, Inc.",13196758,"Sep 29, 2020",2.18,162188155
AAL,12/23/20,"Geode Capital Management, LLC",8767795,"Sep 29, 2020",1.45,107756200
AAL,12/23/20,Nuveen Asset Management,5155532,"Sep 29, 2020",0.85,63361488
AAL,12/23/20,"Susquehanna International Group, LLP",4958114,"Sep 29, 2020",0.82,60935221
AAL,12/23/20,Northern Trust Corporation,4662257,"Sep 29, 2020",0.77,57299138
AAL,12/23/20,Invesco Ltd.,4526826,"Sep 29, 2020",0.75,55634691
